bID,bRad,LamSites,Class,DomainID,Chr,StartLoc,EndLoc,TAD_length,Sum of genomic lengths,Radius(nm),EpiClass,WT_Probability_NE0.2,Mutant_Probability_NE0.2,Sum_of_Contacts_with_Active_TADs,Radii,Surface_area,Reads_Rep1_WT,Reads_Rep2_WT,Reads_Rep1_Mut,Reads_Rep2_Mut,WT_RPKMT,Mut_RPKMT,WT_RPKMTL,Mut_RPKMTL,Bin_ALL_TADs,Bin_LTADs,Bin_NonLTADs
575,0.14,1,L-TADs,573,3L,14204650,14531249,326599,216139,110.47,Null,0.336516,0.0392783,9490.1,0.14,0.082124,7413,6684,7674,7791,2.107287008,2.226934342,1.394575325,1.473756385,4,2,
576,0.06,0,NonL-TADs,574,3L,14531250,14555149,23899,10809,46.2,Active,0.174354,0.0434434,604.457,0.06,0.015084,358,398,416,456,2.259781278,2.510854774,1.022050121,1.135605224,3,,3
577,0.08,0,NonL-TADs,575,3L,14555150,14622249,67099,28778,65.18,PcG,0.140027,0.0434876,3848.22,0.08,0.026816,816,758,864,834,1.767153387,1.836401775,0.7579120429,0.7876118909,2,,3
578,0.07,0,NonL-TADs,576,3L,14622250,14666149,43899,114001,56.59,Null,0.119042,0.0342202,1804.16,0.07,0.020531,299,297,373,418,0.168914809,0.2159526057,0.4386536627,0.5608057816,2,,2
579,0.09,0,NonL-TADs,577,3L,14666150,14753949,87799,26578,71.29,Null,0.124186,0.0337889,3488.91,0.09,0.033939,3275,2266,3194,2650,6.735905423,6.843504171,2.039053911,2.071625575,2,,2
580,0.07,0,NonL-TADs,578,3L,14753950,14798349,44399,35872,56.8,Active,0.160371,0.036462,2475.23,0.07,0.020531,7313,5650,7321,7436,11.67562285,12.80362991,9.433274236,10.34464317,3,,3
581,0.11,1,L-TADs,579,3L,14798350,14974549,176199,129479,89.93,Null,0.252884,0.0383725,8687.78,0.11,0.050699,305,266,317,391,0.1424842627,0.1701862807,0.1047038851,0.1250605817,4,1,
582,0.06,0,NonL-TADs,580,3L,14974550,15007149,32599,29073,51.24,Active,0.189824,0.0446034,2285.22,0.06,0.015084,5669,5690,5052,5517,12.62351728,11.314482,11.25812196,10.09067564,3,,4
583,0.09,0,NonL-TADs,581,3L,15007150,15087249,80099,80197,69.15,PcG,0.162736,0.0520105,6090.75,0.09,0.033939,1710,1303,1676,1666,1.213867089,1.296996933,1.215352238,1.298583791,3,,3
584,0.07,0,NonL-TADs,582,3L,15087250,15135849,48599,51720,58.54,Active,0.176121,0.050292,3520.89,0.07,0.020531,15161,13673,14552,14924,18.01260417,17.73783692,19.16936332,18.87695067,3,,3
585,0.05,0,NonL-TADs,583,3L,15135850,15155849,19999,19748,43.54,Active,0.203899,0.0452686,1446.87,0.05,0.010475,4812,4037,4500,4399,14.47775437,14.02518874,14.29604947,13.84916382,3,,4
586,0.14,1,L-TADs,584,3L,15155850,15490249,334399,33529,111.34,Null,0.405253,0.0459569,12702.9,0.14,0.082124,1405,1378,2109,2169,2.681777441,3.971099835,0.2688922988,0.3981680758,5,3,
587,0.06,0,NonL-TADs,585,3L,15490250,15516749,26499,20665,47.82,Active,0.248302,0.043918,841.56,0.06,0.015084,4388,3967,4145,4395,13.06294722,12.8621357,10.18701854,10.03041753,4,,4
588,0.06,0,NonL-TADs,586,3L,15516750,15549049,32299,28401,51.08,Null,0.238634,0.04147,3094.94,0.06,0.015084,8623,6947,8459,8403,17.71271392,18.47847298,15.57505768,16.24840122,3,,4
589,0.06,0,NonL-TADs,587,3L,15549050,15582549,33499,42780,51.71,Active,0.260775,0.038323,4103.22,0.06,0.015084,9686,8373,9520,10041,13.63901621,14.23117958,17.41774719,18.17397124,4,,5
590,0.12,1,L-TADs,588,3L,15582550,15801049,218499,69616,96.61,Null,0.453678,0.0408891,9938.03,0.12,0.060336,747,643,793,787,0.6451131014,0.7063804111,0.2055395845,0.2250599714,5,3,
591,0.06,0,NonL-TADs,589,3L,15801050,15830549,29499,23844,49.56,Active,0.389508,0.0425989,1456.38,0.06,0.015084,4060,3518,4370,4164,10.26846709,11.13946034,8.299987431,9.004010044,5,,6
592,0.1,1,L-TADs,590,3L,15830550,15947449,116899,94486,78.43,Null,0.414988,0.0397784,7078.56,0.1,0.0419,42,52,24,50,0.03214330413,0.02437557572,0.02598048087,0.01970205603,5,3,
593,0.08,0,NonL-TADs,591,3L,15947450,16005349,57899,58556,62.06,Active,0.25427,0.0396648,5403.26,0.08,0.026816,13392,11259,12836,13262,13.60170236,13.87159661,13.75604559,14.02900242,4,,5
594,0.06,0,NonL-TADs,592,3L,16005350,16030949,25599,11025,47.28,PcG,0.226305,0.0419184,2323.14,0.06,0.015084,983,828,1078,1045,5.307255305,5.993244868,2.285733417,2.581176009,3,,4
595,0.05,0,NonL-TADs,593,3L,16030950,16044549,13599,12251,38.29,Active,0.227887,0.041913,2178.55,0.05,0.010475,4293,4209,4142,4497,22.42227571,21.94737379,20.19966907,19.77184178,3,,4
596,0.09,0,NonL-TADs,594,3L,16044550,16122849,78299,72825,68.62,Active,0.258109,0.0437641,8384.54,0.09,0.033939,14964,13189,15902,15988,12.49034156,13.62902073,11.61712313,12.67619554,4,,5
597,0.13,1,L-TADs,595,3L,16122850,16372449,249599,96056,101,Null,0.532793,0.0341514,14563.2,0.13,0.070811,6661,5878,6862,6822,4.217630531,4.433831597,1.623118355,1.706321451,6,4,
598,0.06,0,NonL-TADs,596,3L,16372450,16405549,33099,22995,51.5,Active,0.514088,0.0358339,2594.05,0.06,0.015084,6973,6684,8067,8757,19.18898587,22.77122906,13.33124053,15.81994659,6,,6
599,0.09,1,L-TADs,597,3L,16405550,16488949,83399,156808,70.08,Null,0.578334,0.0322456,5393.46,0.09,0.033939,6156,5942,6413,6469,2.492731445,2.556852678,4.686869535,4.8074312,6,5,
600,0.09,1,L-TADs,598,3L,16488950,16567749,78799,15821,68.77,Null,0.56031,0.0322203,4049.67,0.09,0.033939,6,9,16,10,0.03063285366,0.05114816336,0.006150362031,0.01026935738,6,4,
601,0.07,0,NonL-TADs,599,3L,16567750,16609049,41299,36529,55.45,Active,0.432063,0.0375633,2985.02,0.07,0.020531,36213,31215,33703,33782,59.63931168,57.49897396,52.751021,50.8578905,5,,6
602,0.06,0,NonL-TADs,600,3L,16609050,16641549,32499,26214,51.19,Null,0.381156,0.0303428,2974.59,0.06,0.015084,4657,3523,4329,4790,10.08207993,10.8269105,8.132300788,8.733088152,5,,6
603,0.08,0,NonL-TADs,601,3L,16641550,16705849,64299,59262,64.26,Null,0.363375,0.0297927,4255.12,0.08,0.026816,9567,7491,9333,9540,9.299978265,9.911862343,8.571444531,9.135395359,5,,6
604,0.09,1,L-TADs,602,3L,16705850,16800949,95099,62269,73.22,Null,0.425165,0.0308527,6340.69,0.09,0.033939,22976,19439,21949,23021,22.00785458,22.47716959,14.41032079,14.71761925,5,3,
605,0.06,0,NonL-TADs,603,3L,16800950,16834549,33599,12338,51.76,Null,0.406821,0.0321798,1552.51,0.06,0.015084,2410,2174,2171,2236,12.00411012,11.11703341,4.408069009,4.082322634,5,,6
606,0.06,0,NonL-TADs,604,3L,16834550,16859349,24799,88685,46.78,Active,0.382831,0.0380728,1229.26,0.06,0.015084,7144,6057,7128,7083,4.809354478,4.987295432,17.19898391,17.83532785,5,,6
607,0.09,1,L-TADs,605,3L,16859350,16947149,87799,28832,71.29,Null,0.391795,0.0378848,7385.63,0.09,0.033939,51,44,46,48,0.106458162,0.1014714136,0.03495941555,0.03332183505,5,3,
608,0.08,0,NonL-TADs,606,3L,16947150,17008249,61099,47918,63.18,Active,0.318465,0.0509828,4830.03,0.08,0.026816,10982,9238,10534,11748,13.63366428,14.47258513,10.69244873,11.35038764,4,,5
609,0.07,0,NonL-TADs,607,3L,17008250,17048649,40399,31477,55.04,Active,0.291793,0.0574182,3051.16,0.07,0.020531,6568,5551,6240,6370,12.43951875,12.46844743,9.692287722,9.714827591,4,,5
610,0.15,3,L-TADs,608,3L,17048650,17427849,379199,276263,116.1,Null,0.498115,0.0692652,15914.3,0.15,0.094275,11286,9968,11946,11032,2.485696382,2.588690486,1.810938161,1.885973855,6,4,
611,0.07,0,NonL-TADs,609,3L,17427850,17468649,40799,21454,55.22,Null,0.223361,0.046076,2980.18,0.07,0.020531,4434,4230,4559,4286,13.04789025,12.83158151,6.861183788,6.747438656,3,,4
612,0.09,0,NonL-TADs,610,3L,17468650,17551949,83299,60749,70.05,Active,0.198756,0.0507819,6526.11,0.09,0.033939,10117,8474,10292,10496,9.88766503,10.65035787,7.210960071,7.767183161,3,,4
613,0.07,0,NonL-TADs,611,3L,17551950,17590349,38399,59271,54.12,Null,0.220908,0.0386957,3219.53,0.07,0.020531,579,364,580,520,0.5140431377,0.5776184499,0.7934542778,0.8915863211,3,,4
614,0.06,0,NonL-TADs,612,3L,17590350,17614049,23699,1381,46.08,Null,0.278441,0.0375545,1673.96,0.06,0.015084,2029,1956,1983,2002,93.23195149,89.8101193,5.432858982,5.233460262,4,,5
615,0.12,1,L-TADs,613,3L,17614050,17837449,223399,188796,97.33,Null,0.471206,0.0403054,12322.7,0.12,0.060336,27377,21121,25759,25546,8.299676559,8.4578023,7.014112577,7.147745706,5,3,
616,0.08,1,L-TADs,614,3L,17837450,17904249,66799,31699,65.09,Active,0.442663,0.0473278,5028.89,0.08,0.026816,10399,10024,10298,10627,20.81632708,20.54520746,9.878242968,9.749585041,5,3,
617,0.1,0,NonL-TADs,615,3L,17904250,18015849,111599,111758,77.23,Null,0.277771,0.041859,6920.92,0.1,0.0419,2187,1405,1964,2177,1.038455365,1.153233463,1.039934898,1.154876525,4,,5
618,0.09,0,NonL-TADs,616,3L,18015850,18105749,89899,29616,71.86,Null,0.218956,0.0480225,3400.26,0.09,0.033939,2711,2427,2651,2599,5.605286639,5.517260986,1.846585269,1.817586418,3,,4
619,0.14,1,L-TADs,617,3L,18105750,18454949,349199,62154,112.96,PcG,0.41763,0.0671637,6751.4,0.14,0.082124,405,422,437,440,0.4298991176,0.4391583413,0.07651783011,0.07816588118,5,3,
620,0.11,0,NonL-TADs,618,3L,18454950,18614849,159899,86219,87.06,Null,0.148908,0.0453852,2485.12,0.11,0.050699,1783,1602,1726,1626,1.268486411,1.210017509,0.6839794489,0.6524524832,2,,3
621,0.07,0,NonL-TADs,619,3L,18614850,18660449,45599,43279,57.31,Null,0.148546,0.0429377,1554.4,0.07,0.020531,1103,944,947,969,1.528166774,1.377872122,1.450416233,1.307768319,2,,3
622,0.05,1,L-TADs,620,3L,18660450,18677249,16799,11558,41.08,Active,0.145815,0.0432333,0,0.05,0.010475,10644,7362,10578,10800,50.33437534,57.56718705,34.63091316,39.60721162,2,1,
623,0.08,0,NonL-TADs,621,3L,18677250,18739949,62699,9062,63.73,Null,0.143728,0.0433681,1883.27,0.08,0.026816,604,485,597,480,3.882701018,3.698982457,0.5611738085,0.5346206323,2,,3
624,0.08,0,NonL-TADs,622,3L,18739950,18814649,74699,56927,67.56,Null,0.116359,0.0332185,3064.75,0.08,0.026816,5776,5275,5738,5780,6.272106284,6.297227782,4.779879174,4.799023896,2,,2
625,0.06,0,NonL-TADs,623,3L,18814650,18841249,26599,24427,47.88,Null,0.131025,0.0319929,2171.94,0.06,0.015084,6684,6965,7322,8308,18.05347583,19.91496153,16.57927945,18.28876143,2,,3
626,0.06,0,NonL-TADs,624,3L,18841250,18862449,21199,3969,44.39,PcG,0.155162,0.0357796,1070.92,0.06,0.015084,306,204,254,232,4.151635385,3.81106009,0.7772933083,0.713528822,2,,3
627,0.06,1,L-TADs,625,3L,18862450,18891849,29399,27622,49.51,Null,0.153933,0.0314835,1148.14,0.06,0.015084,10084,9138,10425,11115,22.48400016,24.27063864,21.12497202,22.80361851,2,1,
628,0.09,0,NonL-TADs,626,3L,18891850,18988949,97099,64854,73.73,Null,0.154715,0.032203,3823.47,0.09,0.033939,43092,42366,40252,40722,42.57415972,38.85970078,28.43597312,25.95502564,2,,3
629,0.08,0,NonL-TADs,627,3L,18988950,19056549,67599,53794,65.34,Null,0.16468,0.0338448,3313.02,0.08,0.026816,2824,2625,3046,3328,3.272752,3.687812624,2.604393868,2.934691228,3,,3
630,0.06,0,NonL-TADs,628,3L,19056550,19087549,30999,20780,50.39,Active,0.225166,0.039436,2098.7,0.06,0.015084,2555,2329,2661,2651,7.593818969,7.956153423,5.090472537,5.333361338,3,,4
631,0.11,1,L-TADs,629,3L,19087550,19244849,157299,101984,86.59,Null,0.33219,0.0377134,6590.11,0.11,0.050699,4309,4256,4532,4874,2.713472679,2.870539708,1.759266096,1.861099699,4,2,
632,0.05,0,NonL-TADs,630,3L,19244850,19256949,12099,14422,36.82,Active,0.298265,0.0381932,0,0.05,0.010475,5727,5484,5766,6093,25.1159141,25.59252899,29.938153,30.50627764,4,,5
633,0.14,2,L-TADs,631,3L,19256950,19578449,321499,210665,109.89,Null,0.371644,0.0389635,11460.3,0.14,0.082124,8072,7506,8439,8908,2.38918313,2.562846628,1.565532907,1.679327416,5,2,
634,0.08,0,NonL-TADs,632,3L,19578450,19637549,59099,51877,62.48,Active,0.176203,0.0468168,3942.19,0.08,0.026816,20791,18111,20917,20298,24.22853773,24.72697997,21.26776852,21.70530026,3,,3
635,0.07,0,NonL-TADs,633,3L,19637550,19679749,42199,18857,55.85,PcG,0.140987,0.0466485,2624.64,0.07,0.020531,861,628,882,988,2.551245339,3.086452741,1.140046763,1.37920897,2,,3
636,0.1,0,NonL-TADs,634,3L,19679750,19785649,105899,93952,75.89,Null,0.128057,0.0457153,6490.69,0.1,0.0419,1093,1129,1249,1365,0.7641315872,0.8659447425,0.6779260511,0.7682531511,2,,3
637,0.09,0,NonL-TADs,635,3L,19785650,19889649,103999,120552,75.43,Active,0.197553,0.0557414,10182.1,0.09,0.033939,59549,50597,59553,65844,29.52054955,32.3745211,34.21918758,37.52741149,3,,4
638,0.05,1,L-TADs,636,3L,19889650,19902349,12699,0,37.42,HP1/centro,0.22875,0.0551522,1963.13,0.05,0.010475,0,0,0,0,0,0,0,0,3,1,
639,0.05,0,NonL-TADs,637,3L,19902350,19921949,19599,19829,43.25,Active,0.251551,0.0554967,1711.89,0.05,0.010475,22296,18467,21122,21297,66.41947734,66.58098862,67.19892934,67.36233601,4,,5
640,0.09,0,NonL-TADs,638,3L,19921950,19999449,77499,67763,68.39,Null,0.31679,0.0584044,3996.5,0.09,0.033939,9619,9569,10210,10177,9.148864861,9.363782647,7.999516504,8.187434721,4,,5
641,0.06,1,L-TADs,639,3L,19999450,20023449,23999,19909,46.27,HP1/centro,0.369031,0.0613014,2665.4,0.06,0.015084,4796,4616,6237,6266,15.27434513,19.54588822,12.67123369,16.2148043,5,2,
642,0.14,2,L-TADs,640,3L,20023450,20337949,314499,195855,109.08,Null,0.502427,0.0786999,15002.3,0.14,0.082124,24922,21154,24201,24993,7.600991276,7.817503777,4.733535389,4.868369064,6,4,
643,0.1,0,NonL-TADs,641,3L,20337950,20466849,128899,106206,81.03,Active,0.241696,0.0818131,14057,0.1,0.0419,22225,20238,22086,22577,12.91789496,13.08848757,10.64366638,10.78422572,4,,4
644,0.07,0,NonL-TADs,642,3L,20466850,20511749,44899,44712,57.01,Active,0.256545,0.0802488,4058.38,0.07,0.020531,11670,11061,11198,11871,16.42572596,16.05814217,16.3573144,15.99126156,4,,5
645,0.06,0,NonL-TADs,643,3L,20511750,20534649,22899,21899,45.55,Active,0.315987,0.0802471,1683.03,0.06,0.015084,4206,4181,4268,4609,12.37406768,12.61631612,11.83369178,12.06536123,4,,5
646,0.12,1,L-TADs,644,3L,20534650,20761849,227199,61683,97.88,PcG,0.531399,0.0879767,10137.8,0.12,0.060336,404,342,403,384,0.3907540314,0.397099985,0.1060870907,0.1078099744,6,4,
647,0.05,0,NonL-TADs,645,3L,20761850,20779349,17499,15809,41.64,Active,0.466543,0.0764421,0,0.05,0.010475,6071,4737,5998,5864,22.08874615,23.35307889,19.95548248,21.09770982,5,,6
648,0.13,1,L-TADs,646,3L,20779350,21022049,242699,176669,100.06,Null,0.61372,0.0844207,10132.7,0.13,0.070811,14980,12051,15002,15465,4.943469845,5.367350639,3.598522755,3.907080252,6,5,
649,0.11,1,L-TADs,647,3L,21022050,21169649,147599,153374,84.77,Null,0.503049,0.0699172,4831.3,0.11,0.050699,20147,17529,18921,19469,7.936758609,7.790350436,8.247294459,8.095157879,6,4,
650,0.09,0,NonL-TADs,648,3L,21169650,21274749,105099,89443,75.7,Null,0.264663,0.0675844,4466.74,0.09,0.033939,16131,16544,16697,18399,11.80318914,12.21242445,10.04493521,10.39320907,4,,5
651,0.11,0,NonL-TADs,649,3L,21274750,21438749,163999,138953,87.8,Null,0.169171,0.0651186,6768.78,0.11,0.050699,26734,21882,26658,26491,11.3042414,11.90468192,9.577852643,10.08659362,3,,3
652,0.07,0,NonL-TADs,650,3L,21438750,21478549,39799,4836,54.77,PcG,0.182971,0.0685861,2335.65,0.07,0.020531,3918,3442,4029,4063,49.17242762,52.07870879,5.974970728,6.328114669,3,,4
653,0.08,0,NonL-TADs,651,3L,21478550,21547649,69099,58836,65.82,Active,0.227786,0.0754519,5116.2,0.08,0.026816,36902,31241,39083,38638,37.42038383,41.11363412,31.86248286,35.00718935,3,,4
654,0.13,2,L-TADs,652,3L,21547650,21816549,268899,149558,103.54,PcG,0.466165,0.0879776,12496.2,0.13,0.070811,25009,21895,25768,25985,10.13282075,10.77001994,5.635738346,5.990139947,5,3,
655,0.05,0,NonL-TADs,653,3L,21816550,21835349,18799,15084,42.65,Active,0.389049,0.0742257,467.88,0.05,0.010475,17309,13367,17659,18893,65.70710501,75.41977761,52.72227097,60.51555537,5,,6
656,0.1,1,L-TADs,654,3L,21835350,21948849,113499,64621,77.66,Null,0.409943,0.0766751,4353.6,0.1,0.0419,3352,2776,3573,3585,3.063904397,3.447534698,1.744443264,1.96286434,5,3,
657,0.1,0,NonL-TADs,655,3L,21948850,22070049,121199,61507,79.38,Null,0.270741,0.0806931,2949.89,0.1,0.0419,62647,60886,57146,56746,64.89161325,57.63141738,32.93169462,29.24723462,4,,5
658,0.17,3,L-TADs,656,3L,22070050,22708049,637999,317089,138.09,HP1/centro,0.46088,0.0852772,18843.7,0.17,0.121091,23324,20918,23918,24979,4.507997875,4.799452129,2.240499653,2.385354015,5,3,
659,0.11,0,NonL-TADs,657,3L,22708050,22857349,149299,108109,85.1,Active,0.190847,0.0865773,13226.7,0.11,0.050699,8142,7017,8644,8626,4.530423803,4.971885443,3.280528248,3.600195335,3,,4
660,0.16,1,L-TADs,658,3L,22857350,23347949,490599,213194,126.51,HP1/centro,0.337917,0.081029,16033.2,0.16,0.107264,76125,69041,71925,71199,21.99986723,20.89431383,9.560230847,9.079803143,4,2,
661,0.15,0,NonL-TADs,659,3L,23347950,23788649,440699,148854,122.07,HP1/centro,0.0746556,0.0680511,6683.53,0.15,0.094275,3466,3475,4245,4088,1.506578143,1.742334349,0.5088738184,0.5885047099,1,,2
665,0.1,0,NonL-TADs,660,3R,47050,163149,116099,82222,78.25,Active,0.0748756,0.0351605,15358.4,0.1,0.0419,31720,26737,31095,29848,22.97093193,23.06887516,16.26815016,16.33751413,1,,2
666,0.07,0,NonL-TADs,661,3R,163150,205549,42399,13998,55.93,PcG,0.12427,0.0492666,5571.62,0.07,0.020531,1527,1331,1549,1491,6.596694363,6.7592455,2.177894,2.231560143,2,,2
667,0.06,0,NonL-TADs,662,3R,205550,228949,23399,117361,45.88,Active,0.161306,0.0639426,3441.02,0.06,0.015084,19356,19260,20526,21093,10.63098761,11.03718865,53.32122472,55.35858359,3,,3
668,0.09,0,NonL-TADs,663,3R,228950,305349,76399,231523,68.06,Active,0.234575,0.07686,8898.48,0.09,0.033939,25019,20006,24252,25213,6.283327663,6.649584333,19.04128157,20.15120242,3,,4
669,0.11,1,L-TADs,664,3R,305350,484449,179099,177500,90.42,Null,0.400048,0.0492199,14001.2,0.11,0.050699,26391,21873,24910,25368,8.785269377,8.815973222,8.70683429,8.73726401,5,3,
670,0.11,1,L-TADs,665,3R,484450,647449,162999,180756,87.62,Null,0.557357,0.0751268,8371.68,0.11,0.050699,24320,20104,24017,24538,7.940631934,8.360492516,8.805678966,9.271278874,6,4,
671,0.09,1,L-TADs,666,3R,647450,732949,85499,24625,70.67,PcG,0.561897,0.101661,2932.34,0.09,0.033939,3621,3059,3275,3245,8.764564692,8.240659747,2.524326665,2.373434149,6,4,
672,0.07,0,NonL-TADs,667,3R,732950,777149,44199,51782,56.71,HP1/centro,0.468109,0.107866,1808.91,0.07,0.020531,6369,5590,6950,7242,7.461844135,8.530125253,8.742035182,9.993595915,5,,6
673,0.05,0,NonL-TADs,668,3R,777150,795749,18599,9162,42.5,Null,0.433016,0.107055,992.998,0.05,0.010475,4,8,5,9,0.04231760556,0.04755852474,0.0208459542,0.02342766835,5,,6
674,0.11,1,L-TADs,669,3R,795750,952349,156599,30528,86.46,Null,0.486186,0.127272,5686.84,0.11,0.050699,5,7,10,12,0.01270027195,0.02242926045,0.00247583894,0.00437244467,5,4,
675,0.09,0,NonL-TADs,670,3R,952350,1043349,90999,69575,72.15,Null,0.241124,0.107051,4782.79,0.09,0.033939,3742,2907,3981,4192,3.087686831,3.656107107,2.360749143,2.795345575,4,,4
676,0.07,0,NonL-TADs,671,3R,1043350,1089449,46099,48086,57.52,Active,0.183053,0.103564,3632.37,0.07,0.020531,18060,16221,17832,17820,23.03376638,23.07575248,24.02658821,24.07038404,3,,4
677,0.07,0,NonL-TADs,672,3R,1089450,1123949,34499,79665,52.22,Null,0.153633,0.0863408,3993.54,0.07,0.020531,3275,2780,3391,3385,2.455707941,2.64725918,5.670714314,6.113043931,2,,3
678,0.08,0,NonL-TADs,673,3R,1123950,1179549,55599,2076,61.22,Null,0.146166,0.0707722,5083.74,0.08,0.026816,2815,2922,2823,2858,89.28687607,85.17027828,3.333864903,3.180156077,2,,3
679,0.05,0,NonL-TADs,674,3R,1179550,1194249,14699,12442,39.29,Active,0.158769,0.053916,2177.06,0.05,0.010475,8901,7706,8449,8706,43.12519941,42.91322478,36.50341731,36.32399093,3,,3
680,0.09,1,L-TADs,675,3R,1194250,1292049,97799,89404,73.9,Active,0.156435,0.0400521,15126.8,0.09,0.033939,25831,22411,25642,25290,17.43405782,17.73063978,15.93753009,16.20865366,3,1,
681,0.09,0,NonL-TADs,676,3R,1292050,1374249,82199,86535,69.75,Active,0.145652,0.0654657,13215.5,0.09,0.033939,14801,12489,14661,15183,10.18924172,10.73385834,10.72672456,11.30006973,2,,3
682,0.07,0,NonL-TADs,677,3R,1374250,1417949,43699,54014,56.5,Active,0.0972724,0.0357638,6824.75,0.07,0.020531,24787,22085,25308,25482,28.03736998,29.26594141,34.65549559,36.17406713,2,,2
683,0.09,0,NonL-TADs,678,3R,1417950,1495849,77899,95103,68.51,Active,0.0954131,0.0600712,11844.4,0.09,0.033939,85251,77824,81839,82066,55.40172637,53.63998051,67.6372018,65.48637424,2,,2
684,0.05,0,NonL-TADs,679,3R,1495850,1512449,16599,5742,40.92,Active,0.102095,0.0754524,2697.94,0.05,0.010475,874,822,959,926,9.543172792,10.21736228,3.301216831,3.53443546,2,,2
685,0.07,0,NonL-TADs,680,3R,1512450,1558749,46299,43817,57.6,Null,0.108462,0.0903927,5471.95,0.07,0.020531,1055,879,1100,1141,1.426080225,1.591804921,1.349630818,1.506471333,2,,2
686,0.06,0,NonL-TADs,681,3R,1558750,1583449,24699,18058,46.71,Active,0.118581,0.0980844,5748.81,0.06,0.015084,9127,7851,8862,9158,30.37714877,31.05816294,22.20942356,22.70732849,2,,2
687,0.06,0,NonL-TADs,682,3R,1583450,1604849,21399,26580,44.53,Null,0.13222,0.099721,2326.08,0.06,0.015084,4,4,4,2,0.009724452023,0.007025656299,0.01207887914,0.008726666873,2,,3
688,0.07,0,NonL-TADs,683,3R,1604850,1649149,44299,32862,56.76,Active,0.15499,0.0976104,5081.09,0.07,0.020531,11109,9782,10002,10014,20.53976003,18.95718844,15.23685849,14.06287109,2,,3
689,0.07,0,NonL-TADs,684,3R,1649150,1688549,39399,61808,54.58,Active,0.19152,0.0840021,3569.87,0.07,0.020531,5653,5308,5969,6245,5.729749226,6.15040693,8.988663167,9.648578683,3,,4
690,0.16,2,L-TADs,685,3R,1688550,2176749,488199,646268,126.31,Null,0.432747,0.0571776,22469.6,0.16,0.107264,34225,30063,36249,36500,3.214011234,3.503523233,4.254643315,4.637893466,5,3,
691,0.08,0,NonL-TADs,686,3R,2176750,2231349,54599,41380,60.85,Active,0.297775,0.0862291,4748.66,0.08,0.026816,12331,9342,11826,11755,16.92227203,17.73627272,12.82520956,13.442132,4,,5
692,0.08,0,NonL-TADs,687,3R,2231350,2283449,52099,46627,59.91,Null,0.369171,0.0954188,4583.89,0.08,0.026816,6155,4623,6557,6397,7.468456112,8.646832479,6.684038141,7.738648688,5,,6
693,0.12,1,L-TADs,688,3R,2283450,2486549,203099,129166,94.29,Null,0.732604,0.109313,6676.67,0.12,0.060336,9166,8092,9191,9140,4.316903909,4.417011937,2.745445375,2.809111635,6,6,
694,0.09,1,L-TADs,689,3R,2486550,2586049,99499,80388,74.33,PcG,0.791726,0.1023,3307.1,0.09,0.033939,3,2,0,0,0.002009596696,0,0.001623608873,0,6,6,
695,0.11,1,L-TADs,690,3R,2586050,2737649,151599,145826,85.53,PcG,0.804967,0.0887729,4150.68,0.11,0.050699,459,386,298,259,0.1872198415,0.1188805643,0.180090374,0.1143535061,6,6,
696,0.11,1,L-TADs,691,3R,2737650,2911249,173599,30144,89.48,PcG,0.717221,0.115989,6342.73,0.11,0.050699,18793,15891,17313,17141,37.17563745,35.57372917,6.455235429,6.177077588,6,6,
697,0.07,0,NonL-TADs,692,3R,2911250,2951749,40499,40187,55.09,Active,0.432125,0.103582,3741.85,0.07,0.020531,77109,71165,68472,71479,119.2091371,108.3879607,118.2907626,107.5529514,5,,6
698,0.08,0,NonL-TADs,693,3R,2951750,3013749,61999,61483,63.49,Active,0.363698,0.0964527,4411.31,0.08,0.026816,6166,5372,5686,5842,6.063251906,5.835654125,6.012789189,5.787085639,5,,6
699,0.14,2,L-TADs,694,3R,3013750,3370249,356499,142257,113.74,Null,0.605635,0.068429,17294.3,0.14,0.082124,11390,10769,10556,10261,5.032764854,4.554441442,2.008269392,1.817399701,6,5,
700,0.13,0,NonL-TADs,695,3R,3370250,3636349,266099,143664,103.17,Null,0.253559,0.0620189,6259.21,0.13,0.070811,2205,2538,2363,2442,1.066682814,1.040964847,0.5758906265,0.5620057716,4,,5
701,0.09,1,L-TADs,696,3R,3636350,3711949,75599,68421,67.83,Null,0.51332,0.0609149,2426.14,0.09,0.033939,191,168,182,144,0.1695255488,0.148292371,0.1534293783,0.1342122556,6,4,
702,0.09,1,L-TADs,697,3R,3711950,3800049,88099,88282,71.38,PcG,0.504655,0.0506883,5049.02,0.09,0.033939,13260,11916,13420,13562,9.213925452,9.51245468,9.233064697,9.532214033,6,4,
703,0.06,0,NonL-TADs,698,3R,3800050,3826249,26199,20041,47.64,Null,0.394338,0.0531841,1392.77,0.06,0.015084,4746,4717,4270,4574,15.25596135,13.73472512,11.67009128,10.50641727,5,,6
704,0.07,0,NonL-TADs,699,3R,3826250,3860949,34699,35687,52.32,Active,0.291945,0.0592452,2661.89,0.07,0.020531,8279,7503,8395,8588,14.28835151,14.81136194,14.69519007,15.23309241,4,,5
705,0.08,0,NonL-TADs,700,3R,3860950,3929049,68099,41135,65.5,Null,0.248221,0.0598863,4778.23,0.08,0.026816,159,184,219,332,0.2694094008,0.4168988751,0.1627359536,0.2518265353,4,,4
